timestamp,open,high,low,close,volume,rsi,macd,macd_signal,macd_diff,bb_high,bb_low
2024-12-26 05:00:00,98213.26,98375.22,98000.0,98279.53,154.37463658,47.66618834491203,162.44075864955084,248.16805192965245,-85.7272932801016,99307.44595034384,97863.82004965616
2024-12-26 06:00:00,98275.64,98397.15,97920.14,98014.68,91.80949941,44.27672120057442,102.3142995248927,218.9973014487005,-116.68300192380781,99326.5612446901,97806.94575530988
2024-12-26 07:00:00,98014.31,98199.4,97617.4,97667.54,291.13760088,40.23797565088699,26.348620159129496,180.4675651907863,-154.1189450316568,99351.78838738243,97765.98861261757
2024-12-26 08:00:00,97661.63,97711.28,95534.19,95801.75,877.56769272,26.33417479265134,-182.30686789278116,107.91267857407281,-290.21954646685396,99877.20078445593,97011.06221554405
2024-12-26 09:00:00,95792.14,95893.85,95294.95,95322.93,423.75131926,24.03855491653006,-381.90228596315137,9.949685666627985,-391.85197162977937,100268.05695097215,96314.44204902786
2024-12-26 10:00:00,95330.6,95676.99,95083.93,95403.56,229.90786255,25.2206998350795,-527.4962769190024,-97.5395068504981,-429.9567700685043,100463.65009162447,95795.69690837554
2024-12-26 11:00:00,95393.55,95928.93,95346.63,95585.78,276.5803676,27.949662456926447,-621.018221093298,-202.2352496990581,-418.78297139423995,100563.81931325547,95409.9216867445
2024-12-26 12:00:00,95585.77,95778.68,95342.01,95574.66,229.31677714,27.882790220075094,-688.1003343797929,-299.4082666352051,-388.6920677445878,100625.55920734617,95073.44979265385
2024-12-26 13:00:00,95572.27,95670.67,95161.71,95598.63,327.68416754,28.281127238360114,-730.903809639829,-385.7073752361299,-345.1964344036991,100632.09620773357,94780.12679226643
2024-12-26 14:00:00,95598.63,96193.79,95123.0,95366.71,668.80866383,26.742047032818945,-774.6106485513446,-463.48802989917283,-311.1226186521718,100602.3463889317,94481.0256110683
2024-12-26 15:00:00,95366.7,96129.71,95138.45,95962.27,771.36402101,36.325117687481985,-752.5173668033822,-521.2938972800148,-231.22346952336738,100459.82541434278,94327.92558565721
2024-12-26 16:00:00,95962.27,96560.27,95707.89,96444.26,693.0662859,42.84178781139638,-688.1827743592148,-554.6716726958548,-133.51110166336002,100256.124320289,94270.19767971098
2024-12-26 17:00:00,96444.26,96485.42,95597.06,95731.07,542.98853083,36.83466856078571,-686.8282899729384,-581.1029961512716,-105.72529382166681,100141.15173012683,94114.74826987316
2024-12-26 18:00:00,95731.08,95910.64,95388.0,95662.18,464.31401449,36.305124356343256,-683.4354798130516,-601.5694928836276,-81.86598692942403,99959.19270957148,93990.56429042853
2024-12-26 19:00:00,95663.48,96174.8,95345.0,96023.62,637.66727593,41.09029075340685,-644.1560361856391,-610.08680154403,-34.069234641609114,99610.88756253326,94006.60343746675
2024-12-26 20:00:00,96023.11,96043.04,95264.0,95470.16,2437.98676742,36.56085965499368,-650.1913890566502,-618.107719046554,-32.08367001009617,99310.393130828,93958.00786917201
2024-12-26 21:00:00,95475.11,95819.56,95197.36,95696.99,336.43051343,39.50412323158714,-629.4156525418366,-620.3693057456106,-9.046346796225976,98945.64681245596,93994.39218754403
2024-12-26 22:00:00,95696.97,95849.99,95509.72,95706.17,196.12241929,39.62620399081581,-605.2332304571028,-617.3420906879091,12.108860230806386,98599.60997375118,94043.93402624881
2024-12-26 23:00:00,95706.17,95780.39,95262.03,95669.49,307.8687568,39.285073650875006,-582.3156834624388,-610.3368092428151,28.021125780376337,98116.59624881818,94202.92875118181
2024-12-27 00:00:00,95669.4,95814.5,95279.45,95667.84,371.58922998,39.268697053637275,-557.8558881422359,-599.8406250226993,41.9847368804634,97755.69299638778,94309.28900361224
2024-12-27 01:00:00,95667.84,96110.85,95450.0,95779.21,234.98565679,41.05482799820482,-523.450682257273,-584.5626364696141,61.11195421234106,97289.46722820489,94525.48277179513
2024-12-27 02:00:00,95779.21,96296.09,95593.19,95936.91,293.31979394,43.58496319863106,-477.9497297006019,-563.2400551158116,85.29032541520974,96792.95091139231,94814.2220886077
2024-12-27 03:00:00,95941.23,96331.02,95851.04,96297.82,365.79759298,48.98217357843001,-408.06357337042573,-532.2047587667345,124.14118539630874,96295.51947738891,95174.68152261109
2024-12-27 04:00:00,96289.85,96456.42,96109.57,96181.18,201.37877244,47.4037609416123,-357.96378053772787,-497.3565631209332,139.3927825832053,96346.97900102347,95161.16499897656
2024-12-27 05:00:00,96181.17,96214.71,95864.37,96131.28,159.03739222,46.71028290346749,-318.6130735544284,-461.60786520763224,142.99479165320383,96374.39027156153,95214.58872843847
2024-12-27 06:00:00,96131.27,96474.97,95981.8,96474.97,147.35506901,51.926727871008815,-256.73496325634187,-420.63328481737415,163.89832156103228,96470.03369587363,95226.0863041264
2024-12-27 07:00:00,96474.96,96496.57,94555.94,94979.22,1336.69290932,35.595905391046784,-324.6482960626163,-401.43628706642255,76.78799100380627,96539.11300714024,95096.35099285976
2024-12-27 08:00:00,94979.22,96276.18,94979.21,95591.5,317.35280376,43.43777047956528,-325.31420300698665,-386.2118702545354,60.89766724754878,96538.85665683317,95098.29134316681
2024-12-27 09:00:00,95594.52,97340.47,95545.91,96668.73,461.7809323,54.04062992246123,-236.19576311431592,-356.2086488264915,120.0128857121756,96673.47399491492,95070.68400508507
2024-12-27 10:00:00,96657.22,96900.99,96069.03,96477.22,178.36994026,52.168347897487244,-178.9590849862725,-320.7587360584477,141.7996510721752,96735.10754892163,95120.10145107837
2024-12-27 11:00:00,96477.21,96847.27,96254.38,96839.24,157.15477133,55.3196715781526,-103.1970256553468,-277.2463939778275,174.0493683224807,96871.64516159815,95071.26083840187
2024-12-27 12:00:00,96839.27,96932.43,96500.0,96567.48,246.60539774,52.522245801261406,-64.342112781771,-234.66553773861622,170.32342495684523,96892.23656762816,95062.99143237184
2024-12-27 13:00:00,96567.47,96567.47,96152.64,96306.98,231.29375475,49.91651176935824,-53.947612806383404,-198.52195275216965,144.57433994578625,96924.4276488063,95088.39135119368
2024-12-27 14:00:00,96306.97,96379.81,95035.77,95579.12,613.34605029,43.43272551493821,-103.2518921669107,-179.46794063511788,76.21604846820719,96927.19152773425,95077.32147226576
2024-12-27 15:00:00,95580.95,95610.88,93843.18,94438.8,1977.4202818,35.625318977432116,-231.66963933350053,-189.9082803747944,-41.761358958706126,97071.56947211351,94774.46152788648
2024-12-27 16:00:00,94430.56,94870.72,93936.16,94005.98,1280.98442053,33.186830276476115,-364.1686761240271,-224.76035952464096,-139.40831659938615,97261.09222479482,94438.52077520516
2024-12-27 17:00:00,94005.97,94168.83,93234.31,94137.49,1470.60055685,34.65049111992707,-453.33756618927873,-270.4758008575685,-182.86176533171022,97368.4347623071,94175.2282376929
2024-12-27 18:00:00,94137.5,94625.59,94075.57,94412.36,381.10276766,37.72142383963397,-496.1060405573371,-315.6018487975223,-180.50419175981483,97410.42394754413,94003.85805245588
2024-12-27 19:00:00,94413.99,94664.4,94076.88,94610.14,525.92351856,39.90955381621302,-508.18315249177977,-354.11810953637377,-154.065042955406,97423.45281497815,93884.89418502185
2024-12-27 20:00:00,94610.13,94630.89,94179.25,94444.1,1387.72608418,38.680854721186684,-525.0993723550346,-388.31436210010594,-136.78501025492864,97439.11545513004,93746.85754486996
2024-12-27 21:00:00,94446.73,94700.0,94253.46,94395.08,414.05657081,38.30589933670827,-536.2792098848586,-417.9073316570565,-118.37187822780209,97439.26795834338,93608.29204165662
2024-12-27 22:00:00,94404.02,94548.42,94062.36,94297.43,185.61260962,37.52554092186387,-546.716641455132,-443.66919361667163,-103.04744783846041,97418.89141974656,93464.72058025343
2024-12-27 23:00:00,94301.8,94409.2,94000.0,94171.89,229.64209876,36.49617366566494,-558.678314150311,-466.67101772339953,-92.00729642691152,97345.39912609827,93325.61987390176
2024-12-28 00:00:00,94171.7,94401.81,94112.92,94264.25,175.84340374,37.84697701280278,-554.315541314325,-484.19992244158465,-70.1156188727403,97261.88894365772,93217.43705634229
2024-12-28 01:00:00,94267.94,94480.15,94002.72,94420.86,168.78445154,40.1709165910278,-532.087322809617,-493.7774025151911,-38.30992029442592,97162.93116192374,93145.35283807624
2024-12-28 02:00:00,94420.85,94498.3,94138.64,94202.92,126.57875486,38.03935511879705,-525.9939057724841,-500.22070316664974,-25.7732026058344,96993.91071985995,93087.16828014002
2024-12-28 03:00:00,94202.93,94572.3,94202.92,94441.41,116.99189712,41.68586874663309,-496.2007852360257,-499.41671958052495,3.21593434449926,96984.38641070551,93042.9115892945
2024-12-28 04:00:00,94441.41,94500.0,94350.01,94385.63,75.54160405,41.07695859897837,-471.6535735879588,-493.86409038201174,22.21051679405292,96923.47324638399,92983.23775361599
2024-12-28 05:00:00,94380.07,94648.29,94380.06,94469.56,112.53147072,42.43938538685691,-440.3511875549884,-483.1615098166071,42.810322261618694,96657.5938277566,93029.20017224339
2024-12-28 06:00:00,94469.57,94578.16,94250.01,94326.23,69.48669215,40.70831125657984,-422.2420111752581,-470.9776100883373,48.73559891307923,96398.57398747564,93073.12101252437
2024-12-28 07:00:00,94329.03,94491.08,94141.57,94222.36,78.32770876,39.45240344928782,-411.5279611777514,-459.0876803062202,47.55971912846877,95970.30956221791,93239.6974377821
2024-12-28 08:00:00,94222.37,94377.46,94145.76,94330.72,96.56073169,41.48072659706985,-389.7998825622926,-445.2301207574347,55.43023819514207,95522.15197980279,93464.17902019722
2024-12-28 09:00:00,94330.72,94541.22,94323.96,94432.75,54.22003979,43.403265713041414,-360.19514994262136,-428.2231265944721,68.02797665185074,95004.78960372231,93794.11839627768
2024-12-28 10:00:00,94432.75,94569.24,94338.41,94473.42,94.10092194,44.190341574187535,-329.65144034098194,-408.5087893437741,78.85734900279215,94621.61681086509,94066.7211891349
2024-12-28 11:00:00,94473.42,94725.0,94448.59,94589.92,77.33918479,46.48611050686102,-292.6710246662842,-385.34123640827613,92.67021174199192,94646.74469557614,94056.70530442387
2024-12-28 12:00:00,94589.91,94717.52,94435.68,94447.63,80.15697528,44.100000084440836,-271.71325142068963,-362.61563941075883,90.9023879900692,94624.84077738143,94122.7742226186
2024-12-28 13:00:00,94447.62,94605.83,94326.36,94501.3,101.42677323,45.24171857886209,-247.91552877618233,-339.67561728384356,91.76008850766124,94623.89410721583,94160.10189278415
2024-12-28 14:00:00,94501.29,95160.29,94241.27,94418.53,183.10278703,43.75740774275368,-233.04807623388479,-318.35010907385185,85.30203283996707,94624.32652294816,94160.28647705185
2024-12-28 15:00:00,94418.53,94654.73,94200.01,94277.85,130.44851864,41.27853556362287,-229.9663048547809,-300.6733482300377,70.70704337525677,94589.83890271366,94161.54509728633
2024-12-28 16:00:00,94281.82,94776.2,94222.14,94706.96,127.79386635,50.49156940191365,-190.70011582721781,-278.6787017494737,87.97858592225589,94646.08917162381,94131.58082837617
2024-12-28 17:00:00,94706.96,95073.79,94641.25,94865.54,154.31760039,53.4012449473282,-145.1125305112946,-251.96546750183788,106.85293699054327,94743.12697391059,94081.5890260894
2024-12-28 18:00:00,94865.54,94951.24,94538.01,94678.1,128.16193857,49.68432391518695,-122.69453597020765,-226.11128119551185,103.4167452253042,94776.99400388109,94085.7889961189
2024-12-28 19:00:00,94679.93,94969.77,94675.81,94865.25,122.77539143,53.1878306690968,-88.80300707367132,-198.64962637114374,109.84661929747242,94838.63438334146,94093.48461665855
2024-12-28 20:00:00,94865.24,94976.68,94694.0,94910.21,84.09474267,54.01620308593856,-57.65126213109761,-170.44995352313452,112.79869139203691,94905.72455678406,94090.99044321594
2024-12-28 21:00:00,94910.21,95050.0,94777.26,94995.91,73.19043273,55.62801700769422,-25.751162678876426,-141.5101953542829,115.75903267540647,94986.40469785522,94067.81530214478
2024-12-28 22:00:00,94998.83,95534.17,94865.64,95143.99,169.62185468,58.34494456128769,11.347902848399826,-110.93857571374636,122.28647856214619,95081.29646845003,94067.03053154996
2024-12-28 23:00:00,95148.21,95245.54,94935.08,95017.99,84.09978959,55.245222392925776,30.23351939713757,-82.70415669156958,112.93767608870715,95141.2592524499,94064.72574755011
